Approved Symbol	Gene family description
SNORD115-10	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD115-11	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD115-12	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD115-13	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD115-14	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD115-15	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD115-16	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD115-17	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD115-18	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD115-19	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD115-20	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD115-21	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD115-22	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD115-23	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD115-24	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD115-25	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD115-26	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD115-27	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD115-28	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD115-29	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD115-30	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD115-31	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD115-32	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD115-33	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD115-34	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD115-35	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD115-36	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD115-37	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD115-38	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD115-39	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD115-40	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD115-41	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD115-42	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD115-43	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD115-44	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD115-45	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD115-46	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD115-47	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD115-48	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD115@	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD116-1	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD116-2	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD116-3	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD116-4	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD116-5	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD116-6	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD116-7	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD116-8	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD116-9	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD116-10	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD116-11	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD116-12	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD116-13	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD116-14	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD116-15	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD116-16	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD116-17	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD116-18	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD116-19	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD116-20	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD116-21	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD116-22	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD116-23	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD116-24	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD116-25	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD116-26	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD116-27	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD116-28	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD116-29	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD116-30	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD116@	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD117	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD118	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD119	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD121A	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD121B	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD123	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD124	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD125	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD126	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNORD127	"ncRNAs / Small nucleolar RNAs : C/D box containing"
SNRK-AS1	"ncRNAs / Long non-coding RNAs"
SNRNP40	"WD repeat domain containing"
SNX1	"Sorting nexins"
SNX2	"Sorting nexins"
SNX3	"Sorting nexins"
SNX4	"Sorting nexins"
SNX5	"Sorting nexins"
SNX6	"Sorting nexins"
SNX7	"Sorting nexins"
SNX8	"Sorting nexins"
SNX9	"Sorting nexins"
SNX10	"Sorting nexins"
SNX11	"Sorting nexins"
SNX12	"Sorting nexins"
SNX13	"Sorting nexins"
SNX14	"Sorting nexins"
SNX15	"Sorting nexins"
SNX16	"Sorting nexins"
SNX17	"Sorting nexins"
SNX18	"Sorting nexins"
SNX19	"Sorting nexins"
SNX20	"Sorting nexins"
SNX21	"Sorting nexins"
SNX22	"Sorting nexins"
SNX24	"Sorting nexins"
SNX25	"Sorting nexins"
SNX27	"Sorting nexins"
SNX29	"Sorting nexins"
SNX30	"Sorting nexins"
SNX31	"Sorting nexins"
SNX32	"Sorting nexins"
SOCS1	"Suppressors of cytokine signaling"
SOCS2	"Suppressors of cytokine signaling"
SOCS3	"Suppressors of cytokine signaling"
SOCS4	"Suppressors of cytokine signaling"
SOCS5	"Suppressors of cytokine signaling"
SOCS6	"Suppressors of cytokine signaling"
SOCS7	"Suppressors of cytokine signaling"
SOHLH1	"Basic helix-loop-helix proteins"
SOHLH2	"Basic helix-loop-helix proteins"
SOS1	"Rho guanine nucleotide exchange factors"
SOS1-IT1	"ncRNAs / Long non-coding RNAs"
SOS2	"Rho guanine nucleotide exchange factors"
SOX1	"SRY (sex determining region Y)-boxes"
SOX2	"SRY (sex determining region Y)-boxes"
SOX2-OT	"ncRNAs / Long non-coding RNAs"
SOX3	"SRY (sex determining region Y)-boxes"
SOX4	"SRY (sex determining region Y)-boxes"
SOX5	"SRY (sex determining region Y)-boxes"
SOX5P	"SRY (sex determining region Y)-boxes"
SOX6	"SRY (sex determining region Y)-boxes"
SOX7	"SRY (sex determining region Y)-boxes"
SOX8	"SRY (sex determining region Y)-boxes"
SOX9	"SRY (sex determining region Y)-boxes"
SOX10	"SRY (sex determining region Y)-boxes"
SOX11	"SRY (sex determining region Y)-boxes"
SOX12	"SRY (sex determining region Y)-boxes"
SOX13	"SRY (sex determining region Y)-boxes"
SOX14	"SRY (sex determining region Y)-boxes"
SOX15	"SRY (sex determining region Y)-boxes"
SOX17	"SRY (sex determining region Y)-boxes"
SOX18	"SRY (sex determining region Y)-boxes"
SOX21	"SRY (sex determining region Y)-boxes"
SOX21-AS1	"ncRNAs / Long non-coding RNAs"
SOX30	"SRY (sex determining region Y)-boxes"
SP1	"Specificity protein transcription factors"
SP2	"Specificity protein transcription factors"
SP3	"Specificity protein transcription factors"
SP4	"Specificity protein transcription factors"
SP5	"Specificity protein transcription factors"
SP6	"Specificity protein transcription factors"
SP7	"Specificity protein transcription factors"
SP8	"Specificity protein transcription factors"
SP9	"Specificity protein transcription factors", "Zinc fingers, C2H2-type"
SPAG5-AS1	"ncRNAs / Long non-coding RNAs"
SPAG16	"WD repeat domain containing"
SPANXA2-OT1	"ncRNAs / Long non-coding RNAs"
SPAST	"ATPases / AAA-type"
SPATA5	"ATPases / AAA-type"
SPATA5L1	"ATPases / AAA-type"
SPATA13-AS1	"ncRNAs / Long non-coding RNAs"
SPDYA	"Speedy homologs"
SPDYC	"Speedy homologs"
SPDYE1	"Speedy homologs"
SPDYE2	"Speedy homologs"
SPDYE3	"Speedy homologs"
SPDYE4	"Speedy homologs"
SPDYE5	"Speedy homologs"
SPDYE6	"Speedy homologs"
SPDYE7P	"Speedy homologs"
SPDYE8P	"Speedy homologs"
SPG7	"ATPases / AAA-type"
SPHKAP	"A-kinase anchor proteins"
SPIN4-AS1	"ncRNAs / Long non-coding RNAs"
SPINK1	"Serine peptidase inhibitors, Kazal type"
SPINK2	"Serine peptidase inhibitors, Kazal type"
SPINK4	"Serine peptidase inhibitors, Kazal type"
SPINK5	"Serine peptidase inhibitors, Kazal type"
SPINK6	"Serine peptidase inhibitors, Kazal type"
SPINK7	"Serine peptidase inhibitors, Kazal type"
SPINK8	"Serine peptidase inhibitors, Kazal type"
SPINK9	"Serine peptidase inhibitors, Kazal type"
SPINK13	"Serine peptidase inhibitors, Kazal type"
SPINK14	"Serine peptidase inhibitors, Kazal type"
SPN	"CD molecules"
SPR	"Short chain dehydrogenase/reductase superfamily / Classical SDR fold cluster 1"
SPRY3	"Pseudoautosomal regions / PAR2"
SPRY4-IT1	"ncRNAs / Long non-coding RNAs"
SREBF1	"Basic helix-loop-helix proteins"
SREBF2	"Basic helix-loop-helix proteins"
SRGAP1	"Rho GTPase activating proteins"
SRGAP2	"Rho GTPase activating proteins"
SRGAP2-IT1	"ncRNAs / Long non-coding RNAs"
SRGAP3	"Rho GTPase activating proteins"
SRGAP3-AS1	"ncRNAs / Long non-coding RNAs"
SRGAP3-AS2	"ncRNAs / Long non-coding RNAs"
SRGAP3-AS3	"ncRNAs / Long non-coding RNAs"
SRGAP3-AS4	"ncRNAs / Long non-coding RNAs"
SRGN	"Proteoglycans / Extracellular Matrix : Other"
SRSF7	"Zinc fingers, CCHC domain containing"
SSB	"La ribonucleoprotein domain containing"
SSH1	"Protein tyrosine phosphatases / Class I Cys-based PTPs : Slingshots"
SSH2	"Protein tyrosine phosphatases / Class I Cys-based PTPs : Slingshots"
SSH3	"Protein tyrosine phosphatases / Class I Cys-based PTPs : Slingshots"
SSR4P1	"ncRNAs / Long non-coding RNAs"
ST3GAL6-AS1	"ncRNAs / Long non-coding RNAs"
ST6GAL2-IT1	"ncRNAs / Long non-coding RNAs"
ST7-AS1	"ncRNAs / Long non-coding RNAs"
ST7-AS2	"ncRNAs / Long non-coding RNAs"
ST7-OT3	"ncRNAs / Long non-coding RNAs"
ST7-OT4	"ncRNAs / Long non-coding RNAs"
ST14	"Serine peptidases / Transmembrane"
ST18	"Zinc fingers, C2H2-type"
STAR	"StAR-related lipid transfer (START) domain containing"
STARD3	"StAR-related lipid transfer (START) domain containing"
STARD4	"StAR-related lipid transfer (START) domain containing"
STARD5	"StAR-related lipid transfer (START) domain containing"
STARD6	"StAR-related lipid transfer (START) domain containing"
STARD7	"StAR-related lipid transfer (START) domain containing"
STARD8	"Rho GTPase activating proteins", "StAR-related lipid transfer (START) domain containing"
STARD9	"StAR-related lipid transfer (START) domain containing"
STARD10	"StAR-related lipid transfer (START) domain containing"
STARD10-AS1	"ncRNAs / Long non-coding RNAs"
STARD13	"Rho GTPase activating proteins", "StAR-related lipid transfer (START) domain containing"
STARD13-AS1	"ncRNAs / Long non-coding RNAs"
STARD13-AS2	"ncRNAs / Long non-coding RNAs"
STARD13-IT1	"ncRNAs / Long non-coding RNAs"
STEAP1	"Serine peptidases / Serine peptidases"
STEAP2-AS1	"ncRNAs / Long non-coding RNAs"
STEAP3-AS1	"ncRNAs / Long non-coding RNAs"
STK4-AS1	"ncRNAs / Long non-coding RNAs"
STK24-AS1	"ncRNAs / Long non-coding RNAs"
STX18-IT1	"ncRNAs / Long non-coding RNAs"
STYX	"Protein tyrosine phosphatases / Class I Cys-based PTPs : Atypical dual specificity phosphatases"
STYXL1	"Protein tyrosine phosphatases / Class I Cys-based PTPs : MAP kinase phosphatases"
SUCLA2-AS1	"ncRNAs / Long non-coding RNAs"
SUCNR1	"G protein-coupled receptors"
SULT1A1	"Sulfotransferases, cytosolic"
SULT1A2	"Sulfotransferases, cytosolic"
SULT1A3	"Sulfotransferases, cytosolic"
SULT1A4	"Sulfotransferases, cytosolic"
SULT1B1	"Sulfotransferases, cytosolic"
SULT1C2	"Sulfotransferases, cytosolic"
SULT1C3	"Sulfotransferases, cytosolic"
SULT1C4	"Sulfotransferases, cytosolic"
SULT1D1P	"Sulfotransferases, cytosolic"
SULT1E1	"Sulfotransferases, cytosolic"
SULT2A1	"Sulfotransferases, cytosolic"
SULT2B1	"Sulfotransferases, cytosolic"
SULT4A1	"Sulfotransferases, cytosolic"
SULT6B1	"Sulfotransferases, cytosolic"
SUV39H1	"Chromatin-modifying enzymes / K-methyltransferases"
SUV39H2	"Chromatin-modifying enzymes / K-methyltransferases"
SUV420H1	"Chromatin-modifying enzymes / K-methyltransferases"
SUV420H2	"Chromatin-modifying enzymes / K-methyltransferases"
SYNJ2-IT1	"ncRNAs / Long non-coding RNAs"
SYNM	"A-kinase anchor proteins"
SYNPR-AS1	"ncRNAs / Long non-coding RNAs"
SYP-AS1	"ncRNAs / Long non-coding RNAs"
SZT2-AS1	"ncRNAs / Long non-coding RNAs"
T	"T-boxes"
TAAR1	"G protein-coupled receptors", "Trace amine associated receptors"
TAAR2	"G protein-coupled receptors", "Trace amine associated receptors"
TAAR3	"G protein-coupled receptors", "Trace amine associated receptors"
TAAR4P	"G protein-coupled receptors", "Trace amine associated receptors"
TAAR5	"G protein-coupled receptors", "Trace amine associated receptors"
TAAR6	"G protein-coupled receptors", "Trace amine associated receptors"
TAAR7P	"G protein-coupled receptors", "Trace amine associated receptors"
TAAR8	"G protein-coupled receptors", "Trace amine associated receptors"
TAAR9	"G protein-coupled receptors", "Trace amine associated receptors"
TAB3-AS1	"ncRNAs / Long non-coding RNAs"
TAB3-AS2	"ncRNAs / Long non-coding RNAs"
TAF1	"Chromatin-modifying enzymes / K-acetyltransferases"
TAF9	"Adenylate kinases"
TAGAP	"Rho GTPase activating proteins"
TAL1	"Basic helix-loop-helix proteins"
TAL2	"Basic helix-loop-helix proteins"
TAP1	"ATP binding cassette transporters"
TAP2	"ATP binding cassette transporters"
TARS	"Aminoacyl tRNA synthetases / Class II"
TARS2	"Aminoacyl tRNA synthetases / Class II"
TAS1R1	"Taste receptors / Type 1"
TAS1R2	"Taste receptors / Type 1"
TAS1R3	"Taste receptors / Type 1"
TAS2R1	"Taste receptors / Type 2"
TAS2R2	"Taste receptors / Type 2"
TAS2R3	"Taste receptors / Type 2"
TAS2R4	"Taste receptors / Type 2"
TAS2R5	"Taste receptors / Type 2"
TAS2R6	"Taste receptors / Type 2"
TAS2R7	"Taste receptors / Type 2"
TAS2R8	"Taste receptors / Type 2"
TAS2R9	"Taste receptors / Type 2"
TAS2R10	"Taste receptors / Type 2"
TAS2R12	"Taste receptors / Type 2"
TAS2R13	"Taste receptors / Type 2"
TAS2R14	"Taste receptors / Type 2"
TAS2R15	"Taste receptors / Type 2"
TAS2R16	"Taste receptors / Type 2"
TAS2R18	"Taste receptors / Type 2"
TAS2R19	"Taste receptors / Type 2"
TAS2R20	"Taste receptors / Type 2"
TAS2R22	"Taste receptors / Type 2"
TAS2R23~withdrawn	"Taste receptors / Type 2"
TAS2R30	"Taste receptors / Type 2"
TAS2R31	"Taste receptors / Type 2"
TAS2R33	"Taste receptors / Type 2"
TAS2R36	"Taste receptors / Type 2"
TAS2R37	"Taste receptors / Type 2"
TAS2R38	"Taste receptors / Type 2"
TAS2R39	"Taste receptors / Type 2"
TAS2R40	"Taste receptors / Type 2"
TAS2R41	"Taste receptors / Type 2"
TAS2R42	"Taste receptors / Type 2"
TAS2R43	"Taste receptors / Type 2"
TAS2R45	"Taste receptors / Type 2"
TAS2R46	"Taste receptors / Type 2"
TAS2R50	"Taste receptors / Type 2"
TAS2R60	"Taste receptors / Type 2"
TAS2R62P	"Taste receptors / Type 2"
TAS2R63P	"Taste receptors / Type 2"
TAS2R64P	"Taste receptors / Type 2"
TBC1D4-AS1	"ncRNAs / Long non-coding RNAs"
TBL1XR1-AS1	"ncRNAs / Long non-coding RNAs"
TBP	"General transcription factors"
TBR1	"T-boxes"
TBX1	"T-boxes"
TBX2	"T-boxes"
TBX3	"T-boxes"
TBX4	"T-boxes"
TBX5	"T-boxes"
TBX6	"T-boxes"
TBX10	"T-boxes"
TBX15	"T-boxes"
TBX18	"T-boxes"
TBX19	"T-boxes"
TBX20	"T-boxes"
TBX21	"T-boxes"
TBX22	"T-boxes"
TBX23P	"T-boxes"
TBXAS1	"Cytochrome P450s"
TCEA1	"General transcription factors"
TCEA1P1	"General transcription factors"
TCEAL3-AS1	"ncRNAs / Long non-coding RNAs"
TCEB1P24	"Pseudoautosomal regions / PAR2"
TCF3	"Basic helix-loop-helix proteins"
TCF4	"Basic helix-loop-helix proteins"
TCF7L1-IT1	"ncRNAs / Long non-coding RNAs"
TCF12	"Basic helix-loop-helix proteins"
TCF15	"Basic helix-loop-helix proteins"
TCF21	"Basic helix-loop-helix proteins"
TCF23	"Basic helix-loop-helix proteins"
TCF24	"Basic helix-loop-helix proteins"
TCFL5	"Basic helix-loop-helix proteins"
TCHHL1	"S100 calcium binding proteins"
TCIRG1	"ATPases / V-type"
TCL6	"ncRNAs / Long non-coding RNAs"
TCP1	"Heat Shock Proteins / Chaperonins"
TCTN1	"Tectonic proteins"
TCTN2	"Tectonic proteins"
TCTN3	"Tectonic proteins"
TDH	"Short chain dehydrogenase/reductase superfamily / Extended SDR fold"
TDRD9-AS1	"ncRNAs / Long non-coding RNAs"
TDRG1	"ncRNAs / Long non-coding RNAs"
TEK	"CD molecules"
TENC1	"Protein tyrosine phosphatases / Class I Cys-based PTPs : PTENs"
TERC	"ncRNAs / Long non-coding RNAs"
TET2-AS1	"ncRNAs / Long non-coding RNAs"
TEX26-AS1	"ncRNAs / Long non-coding RNAs"
TFAP4	"Basic helix-loop-helix proteins"
TFE3	"Basic helix-loop-helix proteins"
TFEB	"Basic helix-loop-helix proteins"
TFEC	"Basic helix-loop-helix proteins"
TFPT	"INO80 complex subunits"
TFRC	"CD molecules"
TGDS	"Short chain dehydrogenase/reductase superfamily / Extended SDR fold"
TGFA-IT1	"ncRNAs / Long non-coding RNAs"
TGFBR3	"Proteoglycans / Cell surface : Other"
TGIF1	"Homeboxes / TALE class"
TGIF1P1	"Homeboxes / TALE class"
TGIF2	"Homeboxes / TALE class"
TGIF2LX	"Homeboxes / TALE class"
TGIF2LY	"Homeboxes / TALE class"
TGIF2P1	"Homeboxes / TALE class"
TGIF2P2	"Homeboxes / TALE class"
TGIF2P3	"Homeboxes / TALE class"
TGIF2P4	"Homeboxes / TALE class"
TGM1	"Transglutaminases"
TGM2	"Transglutaminases"
TGM3	"Transglutaminases"
TGM4	"Transglutaminases"
TGM5	"Transglutaminases"
TGM6	"Transglutaminases"
TGM7	"Transglutaminases"
THAP7-AS1	"ncRNAs / Long non-coding RNAs"
THBD	"CD molecules"
THOC1	"THO complex"
THOC2	"THO complex"
THOC3	"THO complex"
THOC5	"THO complex"
THOC6	"THO complex"
THOC7	"THO complex"
THOC7-AS1	"ncRNAs / Long non-coding RNAs"
THRB-IT1	"ncRNAs / Long non-coding RNAs"
THY1	"CD molecules"
TIAM1	"Rho guanine nucleotide exchange factors"
TIAM2	"Rho guanine nucleotide exchange factors"
TIMM50	"CTD aspartate-based protein phosphatases"
TIPARP	"Poly (ADP-ribose) polymerases"
TIPARP-AS1	"ncRNAs / Long non-coding RNAs"
TLR1	"CD molecules"
TLR2	"CD molecules"
TLR3	"CD molecules"
TLR4	"CD molecules"
TLR6	"CD molecules"
TLR8	"CD molecules"
TLR8-AS1	"ncRNAs / Long non-coding RNAs"
TLR9	"CD molecules"
TLR10	"CD molecules"
TLX1	"Homeoboxes / ANTP class : NKL subclass"
TLX2	"Homeoboxes / ANTP class : NKL subclass"
TLX3	"Homeoboxes / ANTP class : NKL subclass"
TM4SF1-AS1	"ncRNAs / Long non-coding RNAs"
TM4SF19-AS1	"ncRNAs / Long non-coding RNAs"
TMCC1	"Transmembrane and coiled-coil domain containing"
TMCC2	"Transmembrane and coiled-coil domain containing"
TMCC3	"Transmembrane and coiled-coil domain containing"
TMEM9B-AS1	"ncRNAs / Long non-coding RNAs"
TMEM72-AS1	"ncRNAs / Long non-coding RNAs"
TMEM106A-AS1	"ncRNAs / Long non-coding RNAs"
TMEM212-AS1	"ncRNAs / Long non-coding RNAs"
TMEM212-IT1	"ncRNAs / Long non-coding RNAs"
TMPRSS2	"Serine peptidases / Transmembrane"
TMPRSS3	"Serine peptidases / Transmembrane"
TMPRSS4	"Serine peptidases / Transmembrane"
TMPRSS5	"Serine peptidases / Transmembrane"
TMPRSS6	"Serine peptidases / Transmembrane"
TMPRSS7	"Serine peptidases / Transmembrane"
TMPRSS9	"Serine peptidases / Transmembrane"
TMPRSS11A	"Serine peptidases / Transmembrane"
TMPRSS11B	"Serine peptidases / Transmembrane"
TMPRSS11CP	"Serine peptidases / Transmembrane"
TMPRSS11D	"Serine peptidases / Transmembrane"
TMPRSS11E	"Serine peptidases / Transmembrane"
TMPRSS11F	"Serine peptidases / Transmembrane"
TMPRSS12	"Serine peptidases / Transmembrane"
TMPRSS13	"Serine peptidases / Transmembrane"
TMPRSS15	"Serine peptidases / Transmembrane"
TMX1	"Protein disulfide isomerases"
TMX2	"Protein disulfide isomerases"
TMX3	"Protein disulfide isomerases"
TMX4	"Protein disulfide isomerases"
TNF	"Tumor necrosis factor (ligand) superfamily"
TNFRSF1A	"Tumor necrosis factor receptor superfamily", "CD molecules"
TNFRSF1B	"Tumor necrosis factor receptor superfamily", "CD molecules"
TNFRSF4	"Tumor necrosis factor receptor superfamily", "CD molecules"
TNFRSF6B	"Tumor necrosis factor receptor superfamily"
TNFRSF8	"Tumor necrosis factor receptor superfamily", "CD molecules"
TNFRSF9	"Tumor necrosis factor receptor superfamily", "CD molecules"
TNFRSF10A	"Tumor necrosis factor receptor superfamily", "CD molecules"
TNFRSF10B	"Tumor necrosis factor receptor superfamily", "CD molecules"
TNFRSF10C	"Tumor necrosis factor receptor superfamily", "CD molecules"
TNFRSF10D	"Tumor necrosis factor receptor superfamily", "CD molecules"
TNFRSF11A	"Tumor necrosis factor receptor superfamily", "CD molecules"
TNFRSF11B	"Tumor necrosis factor receptor superfamily"
TNFRSF12A	"Tumor necrosis factor receptor superfamily", "CD molecules"
TNFRSF12L~withdrawn	"Tumor necrosis factor receptor superfamily"
TNFRSF13B	"Tumor necrosis factor receptor superfamily", "CD molecules"
TNFRSF13C	"Tumor necrosis factor receptor superfamily", "CD molecules"
