gene	disease
SLC26A3	DIARRHEA 1, SECRETORY CHLORIDE, CONGENITAL 
SLC26A4	ENLARGED VESTIBULAR AQUEDUCT 
SLC26A4	PENDRED SYNDROME 
SLC26A5	DEAFNESS, AUTOSOMAL RECESSIVE 61 
SLC27A4	ICHTHYOSIS PREMATURITY SYNDROME 
SLC29A3	HISTIOCYTOSISWITHJOINTCONTRACTURESANDSENSORINEURALDEAFNESS
SLC29A3	HYPERPIGMENTATION, CUTANEOUS, WITH HYPERTRICHOSIS, HEPATOSPLENOMEGALY, 
SLC2A1	GLUT1 DEFICIENCY SYNDROME 1 
SLC2A1	GLUT1 DEFICIENCY SYNDROME 2 
SLC2A10	ARTERIAL TORTUOSITY SYNDROME 
SLC2A2	FANCONI-BICKEL SYNDROME 
SLC2A4	DIABETES MELLITUS, NONINSULIN-DEPENDENT 
SLC2A9	HYPOURICEMIA, RENAL, 2 
SLC30A8	DIABETES MELLITUS, NONINSULIN-DEPENDENT 
SLC33A1	SPASTIC PARAPLEGIA 42, AUTOSOMAL DOMINANT 
SLC34A1	FANCONI RENOTUBULAR SYNDROME 2 
SLC34A1	NEPHROLITHIASIS/OSTEOPOROSIS, HYPOPHOSPHATEMIC, 1 
SLC34A2	PULMONARY ALVEOLAR MICROLITHIASIS 
SLC34A2	TESTICULARMICROLITHIASIS
SLC34A3	HYPOPHOSPHATEMIC RICKETS WITH HYPERCALCIURIA, HEREDITARY 
SLC35A1	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIf 
SLC35C1	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIc 
SLC35D1	SCHNECKENBECKEN DYSPLASIA 
SLC36A2	HYPERGLYCINURIA 
SLC36A2	IMINOGLYCINURIA 
SLC37A4	GLYCOGEN STORAGE DISEASE Ib 
SLC37A4	GLYCOGEN STORAGE DISEASE Ic 
SLC39A13	SPONDYLOCHEIRODYSPLASIA, EHLERS-DANLOS SYNDROME-LIKE 
SLC39A4	ACRODERMATITIS ENTEROPATHICA, ZINC-DEFICIENCY TYPE 
SLC3A1	CYSTINURIA 
SLC3A1	HYPOTONIA-CYSTINURIA SYNDROME 
SLC40A1	HEMOCHROMATOSIS, TYPE 4 
SLC44A4	NEURAMINIDASE DEFICIENCY 
SLC45A2	ALBINISM, OCULOCUTANEOUS, TYPE IV 
SLC45A2	SKIN/HAIR/EYE PIGMENTATION, VARIATION IN, 5 
SLC46A1	FOLATE MALABSORPTION, HEREDITARY 
SLC4A1	BLOOD GROUP--DIEGO SYSTEM 
SLC4A1	BLOOD GROUP--FROESE 
SLC4A1	BLOOD GROUP--SWANN SYSTEM 
SLC4A1	BLOOD GROUP--WALDNER TYPE 
SLC4A1	BLOOD GROUP--WRIGHT ANTIGEN 
SLC4A1	ELLIPTOCYTOSIS 2 
SLC4A1	MALARIA, SUSCEPTIBILITY TO 
SLC4A1	RENAL TUBULAR ACIDOSIS, DISTAL, AUTOSOMAL DOMINANT 
SLC4A1	RENAL TUBULAR ACIDOSIS, DISTAL, AUTOSOMAL RECESSIVE 
SLC4A1	RENAL TUBULAR ACIDOSIS, DISTAL, WITH HEMOLYTIC ANEMIA 
SLC4A1	SPHEROCYTOSIS, TYPE 4 
SLC4A11	CORNEAL DYSTROPHY AND PERCEPTIVE DEAFNESS 
SLC4A11	CORNEAL DYSTROPHY, FUCHS ENDOTHELIAL, 4 
SLC4A11	CORNEAL ENDOTHELIAL DYSTROPHY 2, AUTOSOMAL RECESSIVE 
SLC4A4	RENAL TUBULAR ACIDOSIS, PROXIMAL, WITH OCULAR ABNORMALITIES AND MENTAL 
SLC5A1	GLUCOSE/GALACTOSE MALABSORPTION 
SLC5A2	RENAL GLUCOSURIA 
SLC5A5	THYROID DYSHORMONOGENESIS 1 
SLC6A14	BODYMASSINDEXQUANTITATIVETRAITLOCUS11
SLC6A18	IMINOGLYCINURIA 
SLC6A19	HARTNUP DISORDER 
SLC6A19	HYPERGLYCINURIA 
SLC6A19	IMINOGLYCINURIA 
SLC6A2	ORTHOSTATIC INTOLERANCE 
SLC6A20	HYPERGLYCINURIA 
SLC6A20	IMINOGLYCINURIA 
SLC6A3	ATTENTION DEFICIT-HYPERACTIVITY DISORDER 
SLC6A3	MAJORAFFECTIVEDISORDER1
SLC6A3	PARKINSONISM-DYSTONIA, INFANTILE 
SLC6A3	TOBACCO ADDICTION, SUSCEPTIBILITY TO 
SLC6A4	ALCOHOL DEPENDENCE 
SLC6A4	ANXIETY
SLC6A4	OBSESSIVE-COMPULSIVE DISORDER 
SLC6A5	HYPEREKPLEXIA, HEREDITARY 
SLC6A8	CREATINE DEFICIENCY SYNDROME, X-LINKED 
SLC7A7	LYSINURIC PROTEIN INTOLERANCE 
SLC7A9	CYSTINURIA 
SLC9A3R1	NEPHROLITHIASIS/OSTEOPOROSIS, HYPOPHOSPHATEMIC, 2 
SLC9A6	MENTAL RETARDATION, X-LINKED, SYNDROMIC, CHRISTIANSON TYPE 
SLC9A9	AUTISM, SUSCEPTIBILITY TO, 16 
SLCO1B1	HYPERBILIRUBINEMIA, ROTOR TYPE 
SLCO1B3	HYPERBILIRUBINEMIA, ROTOR TYPE 
SLCO2A1	HYPERTROPHIC OSTEOARTHROPATHY, PRIMARY, AUTOSOMAL RECESSIVE, 2 
SLCO5A1	MESOMELIA-SYNOSTOSES SYNDROME 
SLITRK1	GILLES DE LA TOURETTE SYNDROME 
SLITRK1	TRICHOTILLOMANIA 
SLURP1	MAL DE MELEDA 
SLX4	FANCONI ANEMIA, COMPLEMENTATION GROUP P 
SMAD1	PULMONARY HYPERTENSION, PRIMARY, 1 
SMAD3	COLORECTAL CANCER 
SMAD3	LOEYS-DIETZ SYNDROME, TYPE 1C 
SMAD4	COLORECTAL CANCER 
SMAD4	JUVENILE POLYPOSIS SYNDROME 
SMAD4	JUVENILE POLYPOSIS/HEREDITARY HEMORRHAGIC TELANGIECTASIA SYNDROME 
SMAD4	PANCREATIC CANCER 
SMAD4	PULMONARY HYPERTENSION, PRIMARY, 1 
SMAD7	COLORECTAL CANCER 
SMAD7	COLORECTAL CANCER, SUSCEPTIBILITY TO, 3 
SMAD9	PULMONARY HYPERTENSION, PRIMARY, 1 
SMARCA4	RHABDOID TUMOR PREDISPOSITION SYNDROME 2 
SMARCAD1	ADERMATOGLYPHIA 
SMARCAL1	IMMUNOOSSEOUS DYSPLASIA, SCHIMKE TYPE 
SMARCB1	MENINGIOMA, FAMILIAL 
SMARCB1	RHABDOID TUMOR PREDISPOSITION SYNDROME 1 
SMARCB1	SCHWANNOMATOSIS 
SMC1A	CORNELIA DE LANGE SYNDROME 2 
SMC3	CORNELIA DE LANGE SYNDROME 3 
SMN1	ARTHROGRYPOSISMULTIPLEXCONGENITA,NEUROGENICTYPE
SMN1	SPINAL MUSCULAR ATROPHY, TYPE I 
SMN1	SPINAL MUSCULAR ATROPHY, TYPE II 
SMN1	SPINAL MUSCULAR ATROPHY, TYPE III 
SMN1	SPINAL MUSCULAR ATROPHY, TYPE IV 
SMN2	ARTHROGRYPOSISMULTIPLEXCONGENITA,NEUROGENICTYPE
SMN2	SPINAL MUSCULAR ATROPHY, TYPE I 
SMN2	SPINAL MUSCULAR ATROPHY, TYPE II 
SMN2	SPINAL MUSCULAR ATROPHY, TYPE III 
SMN2	SPINAL MUSCULAR ATROPHY, TYPE IV 
SMOC1	MICROPHTHALMIA WITH LIMB ANOMALIES 
SMOC2	DENTIN DYSPLASIA, TYPE I 
SMPD1	NIEMANN-PICK DISEASE, TYPE A 
SMPD1	NIEMANN-PICK DISEASE, TYPE B 
SMPX	DEAFNESS, X-LINKED 4 
SMS	MENTAL RETARDATION, X-LINKED, SYNDROMIC, SNYDER-ROBINSON TYPE 
SNAI2	PIEBALD TRAIT 
SNAI2	WAARDENBURG SYNDROME, TYPE 2D 
SNAP29	CEREBRAL DYSGENESIS, NEUROPATHY, ICHTHYOSIS, AND PALMOPLANTAR KERATODERMA 
SNCA	DEMENTIA, LEWY BODY 
SNCA	PARKINSON DISEASE 1, AUTOSOMAL DOMINANT 
SNCA	PARKINSON DISEASE 4, AUTOSOMAL DOMINANT 
SNCA	PARKINSON DISEASE, LATE-ONSET 
SNCAIP	PARKINSON DISEASE, LATE-ONSET 
SNCB	DEMENTIA, LEWY BODY 
SNRNP200	RETINITIS PIGMENTOSA 33 
SNRPN	PRADER-WILLI SYNDROME 
SNTA1	LONG QT SYNDROME 12 
SNX3	MICROPHTHALMIA,SYNDROMIC8
SOBP	MENTAL RETARDATION, ANTERIOR MAXILLARY PROTRUSION, AND STRABISMUS 
SOCS3	DERMATITIS,ATOPIC,4
SOD1	AMYOTROPHIC LATERAL SCLEROSIS 1 
SOD2	MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 6 
SORL1	ALZHEIMER DISEASE 
SORT1	LOW DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 
SOS1	FIBROMATOSIS, GINGIVAL, 1 
SOS1	NOONAN SYNDROME 1 
SOS1	NOONAN SYNDROME 4 
SOST	HYPEROSTOSIS CORTICALIS GENERALISATA 
SOST	SCLEROSTEOSIS 1 
SOX10	PERIPHERAL DEMYELINATING NEUROPATHY, CENTRAL DYSMYELINATION, WAARDENBURG 
SOX10	WAARDENBURG SYNDROME, TYPE 2E 
SOX10	WAARDENBURG SYNDROME, TYPE 4A 
SOX10	WAARDENBURG SYNDROME, TYPE 4C 
SOX17	VESICOURETERAL REFLUX 3 
SOX18	HYPOTRICHOSIS-LYMPHEDEMA-TELANGIECTASIA SYNDROME 
SOX2	MICROPHTHALMIA, SYNDROMIC 3 
SOX2	SEPTOOPTIC DYSPLASIA 
SOX3	46,XX SEX REVERSAL 3 
SOX3	MENTAL RETARDATION, X-LINKED, WITH PANHYPOPITUITARISM 
SOX3	PANHYPOPITUITARISM, X-LINKED 
SOX3	SEPTOOPTIC DYSPLASIA 
SOX9	46,XX SEX REVERSAL 2 
SOX9	CAMPOMELIC DYSPLASIA 
SP110	HEPATIC VENOOCCLUSIVE DISEASE WITH IMMUNODEFICIENCY 
SP110	MYCOBACTERIUM TUBERCULOSIS, SUSCEPTIBILITY TO 
SP7	OSTEOGENESIS IMPERFECTA, TYPE XII 
SPAST	SPASTIC PARAPLEGIA 4, AUTOSOMAL DOMINANT 
SPATA16	SPERMATOGENIC FAILURE 6 
SPATA7	LEBER CONGENITAL AMAUROSIS 3 
SPATA7	RETINITIS PIGMENTOSA 
SPECC1L	FACIAL CLEFTING, OBLIQUE, 1 
SPECC1L	MACROSTOMIA,ISOLATED
SPG11	SPASTIC PARAPLEGIA 11, AUTOSOMAL RECESSIVE 
SPG20	SPASTIC PARAPLEGIA 20, AUTOSOMAL RECESSIVE 
SPG21	MAST SYNDROME 
SPG7	SPASTIC PARAPLEGIA 7, AUTOSOMAL RECESSIVE 
SPINK1	PANCREATITIS, HEREDITARY 
SPINK1	TROPICAL CALCIFIC PANCREATITIS 
SPINK5	IgE RESPONSIVENESS, ATOPIC 
SPINK5	NETHERTON SYNDROME 
SPINT2	DIARRHEA 3, SECRETORY SODIUM, CONGENITAL 
SPR	DYSTONIA, DOPA-RESPONSIVE, DUE TO SEPIAPTERIN REDUCTASE DEFICIENCY 
SPRED1	LEGIUS SYNDROME 
SPTA1	ELLIPTOCYTOSIS 2 
SPTA1	PYROPOIKILOCYTOSIS, HEREDITARY 
SPTA1	SPHEROCYTOSIS, TYPE 3 
SPTAN1	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 5 
SPTB	ELLIPTOCYTOSIS 2 
SPTBN2	SPINOCEREBELLAR ATAXIA 5 
SPTLC1	NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE IA 
SPTLC2	NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE IC 
SQSTM1	PAGET DISEASE OF BONE 
SRD5A2	PSEUDOVAGINAL PERINEOSCROTAL HYPOSPADIAS 
SRD5A3	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Iq 
SRD5A3	KAHRIZI SYNDROME 
SRPX2	CENTRALOPATHICEPILEPSY
SRPX2	POLYMICROGYRIA,BILATERALPERISYLVIAN
SRPX2	ROLANDIC EPILEPSY, MENTAL RETARDATION, AND SPEECH DYSPRAXIA, X-LINKED 
SRY	46,XX SEX REVERSAL 1 
SRY	46,XY SEX REVERSAL 1 
SSTR5	PITUITARY ADENOMA, GROWTH HORMONE-SECRETING 
ST14	ICHTHYOSIS WITH HYPOTRICHOSIS, AUTOSOMAL RECESSIVE 
ST3GAL3	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 12 
ST3GAL5	AMISH INFANTILE EPILEPSY SYNDROME 
STAR	LIPOID CONGENITAL ADRENAL HYPERPLASIA 
STAT1	ATYPICAL MYCOBACTERIOSIS, FAMILIAL 
STAT1	CANDIDIASIS, FAMILIAL, 7 
STAT1	MYCOBACTERIAL AND VIRAL INFECTIONS, SUSCEPTIBILITY TO, AUTOSOMAL RECESSIVE 
STAT3	HYPER-IgE RECURRENT INFECTION SYNDROME, AUTOSOMAL DOMINANT 
STAT4	RHEUMATOID ARTHRITIS 
STAT4	SYSTEMIC LUPUS ERYTHEMATOSUS 
STAT4	SYSTEMICLUPUSERYTHEMATOSUS,SUSCEPTIBILITYTO,11
STAT5B	GROWTH HORMONE INSENSITIVITY WITH IMMUNODEFICIENCY 
STIL	MICROCEPHALY 7, PRIMARY, AUTOSOMAL RECESSIVE 
STIM1	IMMUNE DYSFUNCTION WITH T-CELL INACTIVATION DUE TO CALCIUM ENTRY DEFECT 
STK10	TESTICULAR GERM CELL TUMOR 
STK11	PEUTZ-JEGHERS SYNDROME 
STK11	TESTICULAR GERM CELL TUMOR 
STOM	STOMATOCYTOSISI
STOX1	PREECLAMPSIA/ECLAMPSIA 4 
STOX1	PREECLAMPSIA/ECLAMPSIA1
STRA6	MICROPHTHALMIA, SYNDROMIC 9 
STRADA	POLYHYDRAMNIOS, MEGALENCEPHALY, AND SYMPTOMATIC EPILEPSY 
STRC	DEAFNESS, AUTOSOMAL RECESSIVE 16 
STRC	DEAFNESS, SENSORINEURAL, AND MALE INFERTILITY 
STS	ICHTHYOSIS, X-LINKED 
STX11	HEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS, FAMILIAL, 4 
STX16	PSEUDOHYPOPARATHYROIDISM, TYPE IB 
STXBP1	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 4 
STXBP2	HEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS, FAMILIAL, 5 
SUCLA2	MITOCHONDRIAL DNA DEPLETION SYNDROME 2 (MYOPATHIC TYPE) 
SUCLA2	MITOCHONDRIAL DNA DEPLETION SYNDROME 3 (HEPATOCEREBRAL TYPE) 
SUCLA2	MITOCHONDRIAL DNA DEPLETION SYNDROME 5 (ENCEPHALOMYOPATHIC WITH METHYLMALONIC 
SUCLG1	MITOCHONDRIAL DNA DEPLETION SYNDROME 9 (ENCEPHALOMYOPATHIC TYPE WITH 
SUFU	MEDULLOBLASTOMA 
SULF1	MESOMELIA-SYNOSTOSES SYNDROME 
SUMF1	MULTIPLE SULFATASE DEFICIENCY 
SUMO1	OROFACIAL CLEFT 10 
SUMO4	DIABETES MELLITUS, INSULIN-DEPENDENT, 5 
SUOX	SULFOCYSTEINURIA 
SURF1	CARDIOENCEPHALOMYOPATHY, FATAL INFANTILE, DUE TO CYTOCHROME c OXIDASE 
SURF1	LEIGH SYNDROME 
SUZ12	CHROMOSOME 17q11.2 DELETION SYNDROME, 1.4-MB 
SYCP3	SPERMATOGENIC FAILURE 4 
SYN1	EPILEPSY, X-LINKED, WITH VARIABLE LEARNING DISABILITIES AND BEHAVIOR 
SYN2	SCHIZOPHRENIA 
SYNE1	EMERY-DREIFUSS MUSCULAR DYSTROPHY 4, AUTOSOMAL DOMINANT 
SYNE1	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 8 
SYNE2	EMERY-DREIFUSS MUSCULAR DYSTROPHY 5, AUTOSOMAL DOMINANT 
SYNGAP1	MENTAL RETARDATION, AUTOSOMAL DOMINANT 5 
SYP	MENTAL RETARDATION, X-LINKED 96 
SYT14	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 11 
T	CHORDOMA, SUSCEPTIBILITY TO 
T	NEURAL TUBE DEFECTS 
T	SACRAL DEFECT WITH ANTERIOR MENINGOCELE 
TAAR6	SCHIZOPHRENIA5
TAB2	CHROMOSOME 6q24-q25 DELETION SYNDROME 
TAC3	HYPOGONADOTROPIC HYPOGONADISM 
TACC3	BLADDER CANCER 
TACO1	LEIGH SYNDROME 
TACR3	HYPOGONADOTROPIC HYPOGONADISM 
TACSTD2	CORNEAL DYSTROPHY, GELATINOUS DROP-LIKE 
TAF1	DYSTONIA 3, TORSION, X-LINKED 
TAF15	CHONDROSARCOMA, EXTRASKELETAL MYXOID 
TAF8	YT BLOOD GROUP ANTIGEN 
TAGAP	DIABETESMELLITUS,INSULIN-DEPENDENT,21
TALDO1	TRANSALDOLASE DEFICIENCY 
TAP1	BARE LYMPHOCYTE SYNDROME, TYPE I 
TAP2	BARE LYMPHOCYTE SYNDROME, TYPE I 
TAP2	BARE LYMPHOCYTE SYNDROME, TYPE II 
TAPBP	BARE LYMPHOCYTE SYNDROME, TYPE I 
TARDBP	AMYOTROPHIC LATERAL SCLEROSIS 10, WITH OR WITHOUT FRONTOTEMPORAL DEMENTIA 
TARDBP	FRONTOTEMPORAL DEMENTIA AND/OR AMYOTROPHIC LATERAL SCLEROSIS 
TAS2R16	ALCOHOL DEPENDENCE 
TAS2R38	THIOUREA TASTING 
TAT	TYROSINEMIA, TYPE II 
TAZ	BARTH SYNDROME 
TAZ	CARDIOMYOPATHY, DILATED, 3A 
TAZ	LEFT VENTRICULAR NONCOMPACTION, X-LINKED 
TBC1D24	MYOCLONIC EPILEPSY, FAMILIAL INFANTILE 
TBCE	HYPOPARATHYROIDISM-RETARDATION-DYSMORPHISM SYNDROME 
TBCE	KENNY-CAFFEY SYNDROME, TYPE 1 
TBL2	WILLIAMS-BEUREN SYNDROME 
TBP	PARKINSON DISEASE, LATE-ONSET 
TBP	SPINOCEREBELLAR ATAXIA 17 
TBX1	CHROMOSOME 22q11.2 DUPLICATION SYNDROME 
TBX1	CONOTRUNCAL HEART MALFORMATIONS 
TBX1	DIGEORGE SYNDROME 
TBX1	VELOCARDIOFACIAL SYNDROME 
TBX15	COUSIN SYNDROME 
TBX19	ACTH DEFICIENCY, ISOLATED 
TBX2	CHROMOSOME 17q23.1-q23.2 DELETION SYNDROME 
TBX20	ATRIAL SEPTAL DEFECT 4 
TBX21	ASTHMA, NASAL POLYPS, AND ASPIRIN INTOLERANCE 
TBX22	CLEFT PALATE, X-LINKED 
TBX3	ULNAR-MAMMARY SYNDROME 
TBX4	CHROMOSOME 17q23.1-q23.2 DELETION SYNDROME 
TBX4	SMALL PATELLA SYNDROME 
TBX5	HOLT-ORAM SYNDROME 
TBX6	DEAFNESS, AUTOSOMAL RECESSIVE 67 
TBXA2R	BLEEDING DISORDER, PLATELET-TYPE, 13, SUSCEPTIBILITY TO 
TBXAS1	GHOSAL HEMATODIAPHYSEAL DYSPLASIA 
TCAP	CARDIOMYOPATHY, DILATED, 1N 
TCAP	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 1 
TCAP	MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2G 
TCF4	PALLISTER-HALL SYNDROME 
TCF4	PITT-HOPKINS SYNDROME 
TCF7L2	DIABETES MELLITUS, NONINSULIN-DEPENDENT 
TCIRG1	OSTEOPETROSIS, AUTOSOMAL RECESSIVE 1 
TCN2	TRANSCOBALAMIN II DEFICIENCY 
TCOF1	TREACHER COLLINS SYNDROME 1 
TCTN1	JOUBERT SYNDROME 13 
TCTN2	MECKEL SYNDROME, TYPE 8 
TDP1	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE, WITH AXONAL NEUROPATHY 
TDRD7	CATARACT, AUTOSOMAL RECESSIVE CONGENITAL 4 
TEAD1	SVEINSSON CHORIORETINAL ATROPHY 
TECR	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 14 
TECTA	DEAFNESS, AUTOSOMAL DOMINANT 12 
TECTA	DEAFNESS, AUTOSOMAL RECESSIVE 21 
TEK	VENOUS MALFORMATIONS, MULTIPLE CUTANEOUS AND MUCOSAL 
TERT	APLASTIC ANEMIA 
TERT	DYSKERATOSIS CONGENITA, AUTOSOMAL DOMINANT, 1 
TERT	DYSKERATOSIS CONGENITA, AUTOSOMAL DOMINANT, 2 
TERT	PULMONARY FIBROSIS, IDIOPATHIC 
TET2	MYELODYSPLASTIC SYNDROME 
TET2	MYELOFIBROSIS 
TET2	POLYCYTHEMIA VERA 
TET2	THROMBOCYTHEMIA, ESSENTIAL 
TET2	WOLFRAM-LIKE SYNDROME, AUTOSOMAL DOMINANT 
TF	ATRANSFERRINEMIA 
TFAP2A	BRANCHIOOCULOFACIAL SYNDROME 
TFAP2B	CHAR SYNDROME 
TFE3	ALVEOLAR SOFT PART SARCOMA 
TFE3	RENAL CELL CARCINOMA, PAPILLARY, 1 
TFE3	RENAL CELL CARCINOMA, Xp11-ASSOCIATED 
TFG	CHONDROSARCOMA, EXTRASKELETAL MYXOID 
TFG	THYROID CARCINOMA, PAPILLARY 
TFR2	HEMOCHROMATOSIS, TYPE 3 
TG	AUTOIMMUNE THYROID DISEASE, SUSCEPTIBILITY TO, 3 
TG	THYROID DYSHORMONOGENESIS 3 
TGFB1	CAMURATI-ENGELMANN DISEASE 
TGFB1	CORNEAL DYSTROPHY, AVELLINO TYPE 
TGFB1	CYSTIC FIBROSIS 
TGFB2	PETERS ANOMALY 
TGFB3	ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA, FAMILIAL, 1 
TGFBI	CORNEAL DYSTROPHY OF BOWMAN LAYER, TYPE I 
TGFBI	CORNEAL DYSTROPHY, AVELLINO TYPE 
TGFBI	CORNEAL DYSTROPHY, EPITHELIAL BASEMENT MEMBRANE 
TGFBI	CORNEAL DYSTROPHY, GROENOUW TYPE I 
TGFBI	CORNEAL DYSTROPHY, LATTICE TYPE I 
TGFBI	CORNEAL DYSTROPHY, LATTICE TYPE IIIA 
TGFBI	CORNEALDYSTROPHYOFBOWMANLAYER,TYPEII
TGFBR1	AUDITORYNEUROPATHY,AUTOSOMALDOMINANT,1
TGFBR1	LOEYS-DIETZ SYNDROME, TYPE 1A 
TGFBR1	LOEYS-DIETZ SYNDROME, TYPE 2A 
TGFBR1	MULTIPLE SELF-HEALING SQUAMOUS EPITHELIOMA, SUSCEPTIBILITY TO 
TGFBR2	COLORECTAL CANCER, HEREDITARY NONPOLYPOSIS, TYPE 6 
TGFBR2	ESOPHAGEAL CANCER 
TGFBR2	LOEYS-DIETZ SYNDROME, TYPE 1B 
TGFBR2	LOEYS-DIETZ SYNDROME, TYPE 2B 
TGFBR2	MARFAN SYNDROME 
TGIF1	HOLOPROSENCEPHALY 4 
TGIF1	HYPOTRICHOSIS 1 
TGM1	ICHTHYOSIFORM ERYTHRODERMA, CONGENITAL, NONBULLOUS, 1 
TGM1	ICHTHYOSIS, LAMELLAR, 1 
TGM5	PEELING SKIN SYNDROME 
TGM5	PEELING SKIN SYNDROME, ACRAL TYPE 
TGM6	SPINOCEREBELLAR ATAXIA 35 
TH	SEGAWA SYNDROME, AUTOSOMAL RECESSIVE 
THAP1	DYSTONIA 6, TORSION 
THBD	HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 6 
THBD	MYOCARDIAL INFARCTION, SUSCEPTIBILITY TO 
THBS2	INTERVERTEBRAL DISC DISEASE 
THPO	THROMBOCYTHEMIA, ESSENTIAL 
THRA	HYPOTHYROIDISM, CONGENITAL, NONGOITROUS, 6 
THRB	HYPOTHYROIDISM,CONGENITAL,NONGOITROUS,3
THRB	THYROID HORMONE RESISTANCE, GENERALIZED, AUTOSOMAL DOMINANT 
THRB	THYROID HORMONE RESISTANCE, GENERALIZED, AUTOSOMAL RECESSIVE 
THRB	THYROID HORMONE RESISTANCE, SELECTIVE PITUITARY 
TIMM8A	MOHR-TRANEBJAERG SYNDROME 
TIMM8A	OPTICOACOUSTIC NERVE ATROPHY WITH DEMENTIA 
TIMP3	FUNDUS DYSTROPHY, PSEUDOINFLAMMATORY, OF SORSBY 
TINF2	DYSKERATOSIS CONGENITA, AUTOSOMAL DOMINANT, 1 
TINF2	DYSKERATOSIS CONGENITA, AUTOSOMAL DOMINANT, 3 
TINF2	REVESZ SYNDROME 
TIRAP	BACTEREMIA, SUSCEPTIBILITY TO, 1 
TIRAP	INVASIVE PNEUMOCOCCAL DISEASE, RECURRENT ISOLATED, 1 
TIRAP	MALARIA, SUSCEPTIBILITY TO 
TIRAP	MYCOBACTERIUM TUBERCULOSIS, SUSCEPTIBILITY TO 
TJP2	HYPERCHOLANEMIA, FAMILIAL 
TK2	MITOCHONDRIAL DNA DEPLETION SYNDROME 2 (MYOPATHIC TYPE) 
TK2	MITOCHONDRIAL DNA DEPLETION SYNDROME 3 (HEPATOCEREBRAL TYPE) 
TKT	WERNICKE-KORSAKOFFSYNDROME
TLL1	ATRIAL SEPTAL DEFECT 6 
TLR1	LEPROSY, SUSCEPTIBILITY TO, 3 
TLR1	LEPROSY, SUSCEPTIBILITY TO, 5 
TLR2	COLORECTAL CANCER 
TLR2	LEPROSY, SUSCEPTIBILITY TO, 3 
TLR3	HERPES SIMPLEX ENCEPHALITIS, SUSCEPTIBILITY TO, 2 
TLR3	MACULAR DEGENERATION, AGE-RELATED, 1 
TLR4	COLORECTAL CANCER 
TLR4	LONGEVITY1
TLR4	MACULAR DEGENERATION, AGE-RELATED, 10 
TLR5	AUTOIMMUNE DISEASE 
TLR5	LEGIONNAIRE DISEASE, SUSCEPTIBILITY TO 
TLR5	SYSTEMIC LUPUS ERYTHEMATOSUS, SUSCEPTIBILITY TO, 1 
TMC1	DEAFNESS, AUTOSOMAL DOMINANT 36 
TMC1	DEAFNESS, AUTOSOMAL RECESSIVE 7 
TMC6	EPIDERMODYSPLASIA VERRUCIFORMIS 
TMC8	EPIDERMODYSPLASIA VERRUCIFORMIS 
TMCO1	CRANIOFACIAL DYSMORPHISM, SKELETAL ANOMALIES, AND MENTAL RETARDATION 
TMEM126A	OPTIC ATROPHY 7 
TMEM127	PHEOCHROMOCYTOMA 
TMEM216	JOUBERT SYNDROME 2 
TMEM216	MECKEL SYNDROME, TYPE 2 
TMEM43	ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA, FAMILIAL, 5 
TMEM67	BARDET-BIEDL SYNDROME 
TMEM67	COACH SYNDROME 
TMEM67	JOUBERT SYNDROME 6 
TMEM67	MECKEL SYNDROME, TYPE 3 
TMEM67	NEPHRONOPHTHISIS 11 
TMEM70	MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, NUCLEAR TYPE 1 
TMEM70	MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, NUCLEAR TYPE 2 
TMIE	DEAFNESS, AUTOSOMAL RECESSIVE 6 
TMPO	CARDIOMYOPATHY, DILATED, 1T 
TMPRSS15	ENTEROKINASE DEFICIENCY 
TMPRSS3	DEAFNESS, AUTOSOMAL RECESSIVE 10 
TMPRSS3	DEAFNESS, CHILDHOOD-ONSET NEUROSENSORY, AUTOSOMAL RECESSIVE 8 
TMPRSS6	IRON-REFRACTORY IRON DEFICIENCY ANEMIA 
TNF	ASTHMA, SUSCEPTIBILITY TO 
TNF	HEPATITIS B VIRUS, SUSCEPTIBILITY TO 
